name,site,category,phone,adress,city,postal_code,latitude,longitude,rating,reviews,working_hours,location_link
Apoteka Merifarm tel: 070565356,Not available,Pharmacy,Not available,"Rudina St 1220, Bogovinje 1220",Bogovinje,1220,41.9250244,20.9132279,5,1,Not available,"https://www.google.com/maps/place/Apoteka+Merifarm+tel%3A+070565356/@41.9250244,20.9132279,14z/data=!4m8!1m2!2m1!1sApoteka+Merifarm+tel%3A+070565356!3m4!1s0x1353fb07502e6647:0xb4f550354224e374!8m2!3d41.9250244!4d20.9132279"
Pharmacy REMEDIA,https://pharmacie-remedia.business.site/?utm_source=gmb&utm_medium=referral,Pharmacy,+389 42 521 595,"MK, Negotino 1235",Negotino,1235,41.8782739,20.8845149,Not available,Not available,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-9PM""}","https://www.google.com/maps/place/Pharmacy+REMEDIA/@41.878273899999996,20.8845149,14z/data=!4m8!1m2!2m1!1sPharmacy+REMEDIA!3m4!1s0x1353e2c35395a89d:0xbb030efd3bb7d859!8m2!3d41.878273899999996!4d20.8845149"
Pharma-Medika Barnatore Pharmacy,Not available,Pharmacy,Not available,"WWWH+XWQ, Kamenjane",Kamenjane,Not available,41.9474575,20.9298614,5,1,"{""Monday"": ""9AM-11PM"", ""Tuesday"": ""9AM-11PM"", ""Wednesday"": ""9AM-11PM"", ""Thursday"": ""9AM-11PM"", ""Friday"": ""9AM-11PM"", ""Saturday"": ""9AM-11PM"", ""Sunday"": ""9AM-11PM""}","https://www.google.com/maps/place/Pharma-Medika+Barnatore+Pharmacy/@41.9474575,20.9298614,14z/data=!4m8!1m2!2m1!1sPharma-Medika+Barnatore+Pharmacy!3m4!1s0x1353fb593d8ad5cb:0x7a5cb49a5d1ea653!8m2!3d41.9474575!4d20.9298614"
R & R Farm,https://www.facebook.com/barnatore.farm.5,Pharmacy,+389 70 731 288,"167, Nr. 19, Tetovo 1201",Tetovo,1201,41.9972647,20.9547605,Not available,Not available,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/R+%26+R+Farm/@41.997264699999995,20.9547605,14z/data=!4m8!1m2!2m1!1sR+%26+R+Farm!3m4!1s0x1353f14e0c13e477:0x19f207a6edaa19e6!8m2!3d41.997264699999995!4d20.9547605"
Nor-Farm,Not available,Pharmacy,+389 71 660 248,"9859357,20.9442407 Golema Rechica 101 bb Tetovo MK, 1219",Golema Rechitsa,1219,41.98592,20.9442404,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/Nor-Farm/@41.98592,20.944240399999998,14z/data=!4m8!1m2!2m1!1sNor-Farm!3m4!1s0x1353fa84073fee4b:0x4903bd53420ea772!8m2!3d41.98592!4d20.944240399999998"
Аптека Еурофарм,Not available,Pharmacy,Not available,"RW4M+J7C, Chajle",Chajle,Not available,41.8065585,20.9331554,5,1,Not available,"https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%95%D1%83%D1%80%D0%BE%D1%84%D0%B0%D1%80%D0%BC/@41.8065585,20.9331554,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%95%D1%83%D1%80%D0%BE%D1%84%D0%B0%D1%80%D0%BC!3m4!1s0x1351579138e7066d:0x60e2fc53d09b67fe!8m2!3d41.8065585!4d20.9331554"
PZU Apteka Dani-Farm,http://www.facebook.com/pzuaptekadanifarm/,Pharmacy,+389 44 455 488,"XX9H+7Q4, Brvenitsa",Brvenitsa,Not available,41.9681427,20.9794383,5,2,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8:30AM-3:30PM""}","https://www.google.com/maps/place/PZU+Apteka+Dani-Farm/@41.9681427,20.979438299999998,14z/data=!4m8!1m2!2m1!1sPZU+Apteka+Dani-Farm!3m4!1s0x1353fba1547ad86b:0x596398afe83b8c5a!8m2!3d41.9681427!4d20.979438299999998"
Natreen Plus Apoteka,Not available,Pharmacy,+389 44 393 062,"WWWH+383, Kamenjane",Kamenjane,Not available,41.9451254,20.9283103,Not available,Not available,"{""Monday"": ""8AM-11:01PM"", ""Tuesday"": ""8AM-11:01PM"", ""Wednesday"": ""8AM-11:01PM"", ""Thursday"": ""8AM-11:01PM"", ""Friday"": ""8AM-11:01PM"", ""Saturday"": ""8AM-11:01PM"", ""Sunday"": ""8AM-11:01PM""}","https://www.google.com/maps/place/Natreen+Plus+Apoteka/@41.945125399999995,20.9283103,14z/data=!4m8!1m2!2m1!1sNatreen+Plus+Apoteka!3m4!1s0x1353fb17c0000001:0x2670b1440595413f!8m2!3d41.945125399999995!4d20.9283103"
"Barnatore ""Trend-Pharm""",Not available,Pharmacy,Not available,"23FJ+98F, Shemshevo",Shemshevo,Not available,42.0234418,21.080812,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Barnatore+%22Trend-Pharm%22/@42.0234418,21.080811999999998,14z/data=!4m8!1m2!2m1!1sBarnatore+%22Trend-Pharm%22!3m4!1s0x1353f71c1f2f6a1b:0x3fe6638ba3a996e9!8m2!3d42.0234418!4d21.080811999999998"
BEGU Pharm,Not available,Pharmacy,+389 71 211 594,"Administration of Dzhepchiste, Džepčište",Džepčište,Not available,42.0298815,20.9994408,5,1,"{""Monday"": ""6AM-11:30PM"", ""Tuesday"": ""6AM-11:30PM"", ""Wednesday"": ""6AM-11:30PM"", ""Thursday"": ""6AM-11:30PM"", ""Friday"": ""6AM-11:30PM"", ""Saturday"": ""6AM-11:30PM"", ""Sunday"": ""6AM-11:30PM""}","https://www.google.com/maps/place/BEGU+Pharm/@42.029881499999995,20.9994408,14z/data=!4m8!1m2!2m1!1sBEGU+Pharm!3m4!1s0x1353f7272c33765f:0x64bc81073f95bda8!8m2!3d42.029881499999995!4d20.9994408"
Şifa eczanesi,Not available,Pharmacy,+389 70 910 133,"Vrapchiste Merkez Vrapchiste MK, 1238",Vrapchishte,1238,41.8357238,20.8833144,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%C5%9Eifa+eczanesi/@41.8357238,20.8833144,14z/data=!4m8!1m2!2m1!1s%C5%9Eifa+eczanesi!3m4!1s0x1351594941caf223:0xe5a0ecc3e2650cd6!8m2!3d41.8357238!4d20.8833144"
Barnatore ANACONDA,Not available,Pharmacy,Not available,"29 November 63, Tetovo 1220",Tetovo,1220,42.0052956,20.9726,Not available,Not available,Not available,"https://www.google.com/maps/place/Barnatore+ANACONDA/@42.0052956,20.9726,14z/data=!4m8!1m2!2m1!1sBarnatore+ANACONDA!3m4!1s0x1353f16dd9347a7d:0x121f2a6e9e449c30!8m2!3d42.0052956!4d20.9726"
Pharmacon Pharmacy,Not available,Pharmacy,+389 44 338 306,"Strasho Pindjur Rd 17, Tetovo 1200",Tetovo,1200,42.011438,20.970776,4.2,5,"{""Monday"": ""9AM-9:30PM"", ""Tuesday"": ""9AM-9:30PM"", ""Wednesday"": ""9AM-9:30PM"", ""Thursday"": ""9AM-9:30PM"", ""Friday"": ""9AM-9:30PM"", ""Saturday"": ""9AM-9:30PM"", ""Sunday"": ""11AM-5PM""}","https://www.google.com/maps/place/Pharmacon+Pharmacy/@42.011438,20.970776,14z/data=!4m8!1m2!2m1!1sPharmacon+Pharmacy!3m4!1s0x1353f0e91b4b2209:0xded1df05c3134fa8!8m2!3d42.011438!4d20.970776"
Esfarm,Not available,Pharmacy,+389 75 482 062,"RVPM+PGM, Vrapchishte",Vrapchishte,Not available,41.8368411,20.883785,Not available,Not available,"{""Monday"": ""9-10AM"", ""Tuesday"": ""9-10AM"", ""Wednesday"": ""9-10AM"", ""Thursday"": ""9-10AM"", ""Friday"": ""9-10AM"", ""Saturday"": ""9-10AM"", ""Sunday"": ""12-4PM""}","https://www.google.com/maps/place/Esfarm/@41.8368411,20.883785,14z/data=!4m8!1m2!2m1!1sEsfarm!3m4!1s0x135159d73aca9261:0x5fb58859ba5ca0dc!8m2!3d41.8368411!4d20.883785"
Emi - Farm,Not available,Pharmacy,+389 44 511 693,"XX8J+Q9R, Marsal Tito, Brvenitsa",Brvenitsa,Not available,41.966977,20.9808821,5,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-3PM""}","https://www.google.com/maps/place/Emi+-+Farm/@41.966977,20.9808821,14z/data=!4m8!1m2!2m1!1sEmi+-+Farm!3m4!1s0x1353fb4a0e0d708d:0xea1ba85d18c1033a!8m2!3d41.966977!4d20.9808821"
BUHARISHOP,Not available,Pharmacy,+389 71 823 351,"Ilindenska 2, Tetovo 1200",Tetovo,1200,42.0019402,20.9624531,Not available,Not available,Not available,"https://www.google.com/maps/place/BUHARISHOP/@42.0019402,20.962453099999998,14z/data=!4m8!1m2!2m1!1sBUHARISHOP!3m4!1s0x1353f1a33619af21:0xee0e56e03ac2e1f5!8m2!3d42.0019402!4d20.962453099999998"
Genius Farm,https://genius-farm.business.site/,Pharmacy,+389 42 311 229,"402, Dobri Dol",Dobri Dol,Not available,41.8675644,20.8915862,4.3,3,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""9AM-10PM""}","https://www.google.com/maps/place/Genius+Farm/@41.8675644,20.8915862,14z/data=!4m8!1m2!2m1!1sGenius+Farm!3m4!1s0x1353e2b7fc775809:0xeaa7f729372f4e3b!8m2!3d41.8675644!4d20.8915862"
Ambullaca Medika,Not available,Pharmacy,Not available,"4446+R3F, Nerashte",Nerashte,4446,42.1070653,21.1101645,Not available,Not available,Not available,"https://www.google.com/maps/place/Ambullaca+Medika/@42.107065299999995,21.1101645,14z/data=!4m8!1m2!2m1!1sAmbullaca+Medika!3m4!1s0x13540ba26cbd2627:0x7730e4daf4351537!8m2!3d42.107065299999995!4d21.1101645"
Barnatore,Not available,Pharmacy,Not available,"RVPM+PGJ, 402, Vrapchishte",Vrapchishte,Not available,41.8368476,20.8837806,Not available,Not available,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Barnatore/@41.8368476,20.883780599999998,14z/data=!4m8!1m2!2m1!1sBarnatore!3m4!1s0x135159f90aedc5ad:0x8e20cfc1854ffe52!8m2!3d41.8368476!4d20.883780599999998"
Barnatore BETTY,Not available,Pharmacy,Not available,"29 November 63, Tetovo 1220",Tetovo,1220,42.005412,20.9721852,Not available,Not available,Not available,"https://www.google.com/maps/place/Barnatore+BETTY/@42.005412,20.9721852,14z/data=!4m8!1m2!2m1!1sBarnatore+BETTY!3m4!1s0x1353f1dea7248635:0x3a0b3eda6f61d458!8m2!3d42.005412!4d20.9721852"
Menti Farm,Not available,Pharmacy,Not available,"Pharmacy Menti Farm, Marsal Tito, Chegrane",Chegrane,Not available,41.830107,20.9673268,5,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""11AM-6PM"", ""Sunday"": ""11AM-6PM""}","https://www.google.com/maps/place/Menti+Farm/@41.830107,20.9673268,14z/data=!4m8!1m2!2m1!1sMenti+Farm!3m4!1s0x13515626a33651e3:0x7c77c628668a99f!8m2!3d41.830107!4d20.9673268"
Farmacia Ble Medika 3,Not available,Pharmacy,+389 44 613 508,"MK, 29 November 1220, Tetovo 1220",Tetovo,1220,42.0062147,20.9701233,3.7,3,"{""Monday"": ""7AM-12AM"", ""Tuesday"": ""7AM-12AM"", ""Wednesday"": ""7AM-12AM"", ""Thursday"": ""7AM-12AM"", ""Friday"": ""7AM-12AM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/Farmacia+Ble+Medika+3/@42.0062147,20.970123299999997,14z/data=!4m8!1m2!2m1!1sFarmacia+Ble+Medika+3!3m4!1s0x1353f1296bee297d:0x1c4302f4a759ae18!8m2!3d42.0062147!4d20.970123299999997"
Bilna Apteka & Zdrava Hrana,http://bio-herb.org/,Pharmacy,+389 75 408 908,"Jane Sandanski 56, Tetovo 1220",Tetovo,1220,42.0073346,20.9724603,Not available,Not available,Not available,"https://www.google.com/maps/place/Bilna+Apteka+%26+Zdrava+Hrana/@42.0073346,20.972460299999998,14z/data=!4m8!1m2!2m1!1sBilna+Apteka+%26+Zdrava+Hrana!3m4!1s0x1353f11666ba3d1d:0x5ce433f425b7fe3!8m2!3d42.0073346!4d20.972460299999998"
Dushica Farm,Not available,Pharmacy,+389 44 451 002,"Boulevard Vidoe Smilevski Bato 1200, Tetovo 1200",Tetovo,1200,42.001622,20.9747276,5,2,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Dushica+Farm/@42.001622,20.974727599999998,14z/data=!4m8!1m2!2m1!1sDushica+Farm!3m4!1s0x1353f169b95da7ab:0xbcaa5297437f6cc9!8m2!3d42.001622!4d20.974727599999998"
Amir-Fi kom,Not available,Pharmacy,+389 70 724 777,"327W+R87, R1203, Tetovo",Tetovo,1203,42.0645459,21.0457971,Not available,Not available,Not available,"https://www.google.com/maps/place/Amir-Fi+kom/@42.0645459,21.045797099999998,14z/data=!4m8!1m2!2m1!1sAmir-Fi+kom!3m4!1s0x1353f5348a097f23:0x27d23aebda9ff25f!8m2!3d42.0645459!4d21.045797099999998"
Humana E&M,Not available,Pharmacy,Not available,"RXH8+WGQ, Chegrane",Chegrane,Not available,41.8298312,20.9663464,5,4,Not available,"https://www.google.com/maps/place/Humana+E%26M/@41.8298312,20.9663464,14z/data=!4m8!1m2!2m1!1sHumana+E%26M!3m4!1s0x135156269cc4b4b3:0xce3d3eae04e41d7a!8m2!3d41.8298312!4d20.9663464"
BA Pharmacie,Not available,Pharmacy,+389 42 619 919,"Ulica Ilindenska 180 Gostivar MK, 1230",Gostivar,1230,41.8001132,20.914914,5,13,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}","https://www.google.com/maps/place/BA+Pharmacie/@41.8001132,20.914914,14z/data=!4m8!1m2!2m1!1sBA+Pharmacie!3m4!1s0x1351570457c35499:0xb9bd374954ec40ba!8m2!3d41.8001132!4d20.914914"
Ble medika 4,Not available,Pharmacy,+389 75 282 026,"Nerasht bb MK, Tetovë 1203",Тетово,1203,42.107067,21.1101689,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Ble+medika+4/@42.107067,21.110168899999998,14z/data=!4m8!1m2!2m1!1sBle+medika+4!3m4!1s0x13540bcffc951f4d:0x735e5a903ca72cbf!8m2!3d42.107067!4d21.110168899999998"
Vital Pharm,Not available,Pharmacy,Not available,"Ilindenska 173/2, Tetovë 1220, Tetovo 1220",Tetovo,1220,41.9995307,20.9622763,5,1,Not available,"https://www.google.com/maps/place/Vital+Pharm/@41.9995307,20.9622763,14z/data=!4m8!1m2!2m1!1sVital+Pharm!3m4!1s0x1353f08e29445db7:0x12a5ff07863cad8e!8m2!3d41.9995307!4d20.9622763"
"Barnatore ""Mega-Pakom Farm""",Not available,Pharmacy,Not available,"327V+9M7, Teartse",Teartse,Not available,42.0634014,21.0441657,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-10PM""}","https://www.google.com/maps/place/Barnatore+%22Mega-Pakom+Farm%22/@42.0634014,21.0441657,14z/data=!4m8!1m2!2m1!1sBarnatore+%22Mega-Pakom+Farm%22!3m4!1s0x1353f5eedf32fcc1:0x4c459e6939afd57c!8m2!3d42.0634014!4d21.0441657"
BILNA APTEKA DABESKI,Not available,Pharmacy,+389 70 561 835,"Trajko Jovanoski 11, Gostivar 1230",Gostivar,1230,41.7898079,20.8968768,5,2,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-2PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/BILNA+APTEKA+DABESKI/@41.7898079,20.896876799999998,14z/data=!4m8!1m2!2m1!1sBILNA+APTEKA+DABESKI!3m4!1s0x135159e74ce2ab5b:0xc8d6b4e570b03e98!8m2!3d41.7898079!4d20.896876799999998"
Sera idriz,Not available,Pharmacy,Not available,"2X4C+QJ6, Tetovo 1220",Tetovo,1220,42.0069115,20.9715269,Not available,Not available,Not available,"https://www.google.com/maps/place/Sera+idriz/@42.0069115,20.9715269,14z/data=!4m8!1m2!2m1!1sSera+idriz!3m4!1s0x1353f11fceabeb5f:0xf059f44a2942b9b5!8m2!3d42.0069115!4d20.9715269"
"""Zegin"" Zdunje",Not available,Pharmacy,Not available,"QVVG+GV2, Unnamed Road, Zdunje",Zdunje,Not available,41.7937736,20.8771525,5,1,Not available,"https://www.google.com/maps/place/%22Zegin%22+Zdunje/@41.7937736,20.877152499999998,14z/data=!4m8!1m2!2m1!1s%22Zegin%22+Zdunje!3m4!1s0x135159fc4f611d33:0xe59a725af587f1d8!8m2!3d41.7937736!4d20.877152499999998"
Zana farm,Not available,Pharmacy,Not available,"MK, 29 November 1220, Tetovo 1220",Tetovo,1220,42.0051235,20.9729037,Not available,Not available,Not available,"https://www.google.com/maps/place/Zana+farm/@42.005123499999996,20.9729037,14z/data=!4m8!1m2!2m1!1sZana+farm!3m4!1s0x1353f1541df44391:0x37c5846111d31d45!8m2!3d42.005123499999996!4d20.9729037"
ZEGIN,Not available,Pharmacy,Not available,"Rr 1 nr 95 1060, R2234, Kondovo",Kondovo,1060,42.0109908,21.3160738,Not available,Not available,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/ZEGIN/@42.010990799999995,21.316073799999998,14z/data=!4m8!1m2!2m1!1sZEGIN!3m4!1s0x13541239171fc697:0x3c586bb0e9883351!8m2!3d42.010990799999995!4d21.316073799999998"
Dyqani Medina - Tetove,Not available,Pharmacy,+389 70 600 534,"Ilindenska, Tetovo 1220",Tetovo,1220,42.0008673,20.9621196,Not available,Not available,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Dyqani+Medina+-+Tetove/@42.000867299999996,20.962119599999998,14z/data=!4m8!1m2!2m1!1sDyqani+Medina+-+Tetove!3m4!1s0x1353f17733595c13:0x242aa01d9abac1e5!8m2!3d42.000867299999996!4d20.962119599999998"
Shipeekspres,Not available,Pharmacy,+389 71 200 635,"Brakja Milladinovi 1220, Tetovo 1220",Tetovo,1220,41.9946948,20.9759662,1,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Shipeekspres/@41.9946948,20.9759662,14z/data=!4m8!1m2!2m1!1sShipeekspres!3m4!1s0x1353f1472a8692cf:0x33742c780c2c9ffd!8m2!3d41.9946948!4d20.9759662"
Agro Kfantum - (Agropharmacy),Not available,Pharmacy,+389 71 209 478,"2X56+546, Murat Baftijari, Tetovo 1200",Tetovo,1200,42.007908,20.960251,Not available,Not available,Not available,"https://www.google.com/maps/place/Agro+Kfantum+-+%28Agropharmacy%29/@42.007908,20.960251,14z/data=!4m8!1m2!2m1!1sAgro+Kfantum+-+%28Agropharmacy%29!3m4!1s0x1353f0f2e78d69e7:0xc25da696adc46142!8m2!3d42.007908!4d20.960251"
Anaconda,Not available,Pharmacy,Not available,Tetovo 1220,Tetovo,1220,42.0080638,20.9741694,5,1,Not available,"https://www.google.com/maps/place/Anaconda/@42.008063799999995,20.974169399999997,14z/data=!4m8!1m2!2m1!1sAnaconda!3m4!1s0x1353f19f2cc80f63:0xf6def3e6aa602a98!8m2!3d42.008063799999995!4d20.974169399999997"
Zegin,http://www.zegin.com.mk/,Pharmacy,Not available,"XXW6+7C4, Mehmet Pashë Derralla, Tetovo 1220",Tetovo,1220,41.9956497,20.9610816,5,2,Not available,"https://www.google.com/maps/place/Zegin/@41.9956497,20.9610816,14z/data=!4m8!1m2!2m1!1sZegin!3m4!1s0x1353f1804517d853:0xdaa6792d410f776d!8m2!3d41.9956497!4d20.9610816"
Vitalek,Not available,Pharmacy,Not available,"29 November 1220, Tetovo 1220",Tetovo,1220,42.0051235,20.9729037,Not available,Not available,Not available,"https://www.google.com/maps/place/Vitalek/@42.005123499999996,20.9729037,14z/data=!4m8!1m2!2m1!1sVitalek!3m4!1s0x1353f1c34bc9e375:0x8114794a7737cb72!8m2!3d42.005123499999996!4d20.9729037"
Kenan Pharmacie,Not available,Pharmacy,+389 42 214 339,"Boulevard Goce Delchev 29, Gostivar 1230",Gostivar,1230,41.7962019,20.9126297,5,16,"{""Monday"": ""8AM-11:30PM"", ""Tuesday"": ""8AM-11:30PM"", ""Wednesday"": ""8AM-11:30PM"", ""Thursday"": ""8AM-11:30PM"", ""Friday"": ""8AM-11:30PM"", ""Saturday"": ""8AM-11:30PM"", ""Sunday"": ""8AM-11:30PM""}","https://www.google.com/maps/place/Kenan+Pharmacie/@41.7962019,20.9126297,14z/data=!4m8!1m2!2m1!1sKenan+Pharmacie!3m4!1s0x1351576524af05c3:0xdf0d31b5fe39862!8m2!3d41.7962019!4d20.9126297"
DuaFarm,Not available,Pharmacy,+389 71 398 237,"Nr.11/1 -1200, Blagoja Toska, Tetovo",Tetovo,1200,42.0138378,20.9806326,1,1,Not available,"https://www.google.com/maps/place/DuaFarm/@42.0138378,20.9806326,14z/data=!4m8!1m2!2m1!1sDuaFarm!3m4!1s0x1353f0db6235d489:0x4eec5a0179fd4e86!8m2!3d42.0138378!4d20.9806326"
Rizvanche Pharmacy III,Not available,Pharmacy,+389 70 215 612,"Belicica 14, Gostivar 1230",Gostivar,1230,41.7956371,20.9139675,Not available,Not available,Not available,"https://www.google.com/maps/place/Rizvanche+Pharmacy+III/@41.7956371,20.9139675,14z/data=!4m8!1m2!2m1!1sRizvanche+Pharmacy+III!3m4!1s0x135157a686c6e5ef:0xb7ca63935b289218!8m2!3d41.7956371!4d20.9139675"
Arboriculture Hazelnut tree,Not available,Pharmacy,Not available,"VW32+MC8, Toplitsa",Toplitsa,Not available,41.8541567,20.9010752,Not available,Not available,Not available,"https://www.google.com/maps/place/Arboriculture+Hazelnut+tree/@41.8541567,20.901075199999998,14z/data=!4m8!1m2!2m1!1sArboriculture+Hazelnut+tree!3m4!1s0x1353e3631e7ec681:0x19205b299c4c687b!8m2!3d41.8541567!4d20.901075199999998"
BLINI Pharmacy,Not available,Pharmacy,Not available,"MK, Ilindenska 89, Tetovo 1200",Tetovo,1200,42.0065897,20.9681194,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/BLINI+Pharmacy/@42.0065897,20.9681194,14z/data=!4m8!1m2!2m1!1sBLINI+Pharmacy!3m4!1s0x1353f0ec99384ef1:0x15dce392d353fa60!8m2!3d42.0065897!4d20.9681194"
Rizvanche Pharmacy II,Not available,Pharmacy,+389 42 523 400,"JNA 1230, Gostivar 1230",Gostivar,1230,41.7952045,20.899033,5,6,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/Rizvanche+Pharmacy+II/@41.7952045,20.899033,14z/data=!4m8!1m2!2m1!1sRizvanche+Pharmacy+II!3m4!1s0x135157f1dd49371d:0x6b1329119b611f7b!8m2!3d41.7952045!4d20.899033"
R.& R Farm,Not available,Pharmacy,+389 44 334 490,"XXW3+XPW, 164, Tetovo 1220",Tetovo,1220,41.997497,20.9543223,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/R.%26+R+Farm/@41.997496999999996,20.954322299999998,14z/data=!4m8!1m2!2m1!1sR.%26+R+Farm!3m4!1s0x1353f0863a043cbb:0xed7d3f7789125eb9!8m2!3d41.997496999999996!4d20.954322299999998"
